x y z
"41581" 711347.72 5093785.23 463.74
"41601" 711352.72 5093745.23 463.51
"41621" 711359.22 5093693.18 463.51
"41641" 711358.38 5093699.1 463.41
"41661" 711352.29 5093746.44 463.62
"41681" 711347.18 5093786.2 463.64
"41701" 711333.36 5093885.56 464.08
"41721" 711346.56 5093779.11 463.72
"41741" 711351.09 5093742.58 463.48
"41761" 711357.78 5093688.69 463.47
"41781" 711352.12 5093732.24 463.73
"41801" 711347.2 5093770.44 463.66
"41821" 711343.74 5093797.21 463.43
"41841" 711329.24 5093902.29 463.86
"41861" 711344.05 5093782.38 463.62
"41881" 711348.85 5093743.5 463.59
"41901" 711355.54 5093689.14 463.55
"41921" 711352.01 5093715.79 463.15
"41941" 711345.76 5093764.76 463.63
"41961" 711341.67 5093796.66 463.42
"41981" 711338.85 5093805.44 463.53
"42001" 711344.04 5093763.22 463.63
"42021" 711351.22 5093704.54 463.38
"42041" 711350.48 5093709.13 463.59
"42061" 711344.35 5093757.17 463.52
"42081" 711339.28 5093797.09 463.64
"42101" 711331.94 5093843.15 464.8
"42121" 711341.52 5093763.79 463.64
"42141" 711347.57 5093713.74 463.08
"42161" 711349.81 5093694.4 463.44
"42181" 711342.54 5093751.85 463.53
"42201" 711337.47 5093791.85 463.55
"42221" 711334.09 5093804.48 463.75
"42241" 711340.35 5093752.76 463.59
"42261" 711345.55 5093709.82 463.68
"42281" 711348.65 5093683.54 463.44
"42301" 711343.64 5093723.5 463.77
"42321" 711339.13 5093759.25 463.57
"42341" 711332.72 5093810.96 464.76
"42361" 711335.78 5093770.14 463.57
"42381" 711339.44 5093739.46 463.48
"42401" 711346.23 5093682.7 463.66
"42421" 711340.97 5093724.16 463.34
"42441" 711335.94 5093764.62 463.52
"42461" 711324.65 5093855.54 463.98
"42481" 711334.38 5093762.86 463.31
"42501" 711338.22 5093730.89 463.62
"42521" 711343.89 5093682.82 463.48
"42541" 711336.95 5093738.8 463.56
"42561" 711332.2 5093777.28 463.72
"42581" 711331.42 5093768.7 463.59
"42601" 711336.22 5093728.34 463.61
"42621" 711341.09 5093686.71 463.66
"42641" 711334.17 5093743 463.43
"42661" 711326.6 5093806.48 466.28
"42681" 711329.69 5093766.29 463.64
"42701" 711334.7 5093723.53 463.48
"42721" 711339.44 5093682.85 463.56
"42741" 711334.66 5093721.92 463.39
"42761" 711330.32 5093757.64 463.68
"42781" 711317.85 5093860.25 463.89
"42801" 711326.68 5093774.34 463.38
"42821" 711331.24 5093735.38 463.56
"42841" 711336.26 5093692.35 463.35
"42861" 711333.98 5093710.5 463.63
"42881" 711328.61 5093754.87 463.63
"42901" 711322.38 5093807.96 466.04
"42921" 711324.94 5093772.07 463.64
"42941" 711331.84 5093712.66 463.61
"42961" 711334.32 5093690.43 463.65
"42981" 711328 5093743.07 463.62
"43001" 711323.23 5093782.89 463.57
"43021" 711322.04 5093780.14 463.43
"43041" 711326.4 5093742.39 463.62
"43061" 711331.65 5093696.78 463.63
"43081" 711327.39 5093731.39 463.56
"43101" 711322.98 5093768.53 463.57
"43121" 711315.5 5093822.04 465.37
"43141" 711323.82 5093748.13 463.66
"43161" 711329.17 5093701.27 463.57
"43181" 711330.2 5093691.37 463.56
"43201" 711324.08 5093743.24 463.61
"43221" 711320.19 5093776.22 463.51
"43241" 711318.55 5093777.4 463.5
"43261" 711324.08 5093728.73 463.66
"43281" 711329.38 5093681.39 463.6
"43301" 711323.8 5093729.13 463.68
"43321" 711317.79 5093780.44 463.55
"43341" 711316.65 5093778.14 463.49
"43361" 711323.16 5093719.94 463.1
"43381" 711327.54 5093681.22 463.66
"43401" 711320.95 5093737.51 463.51
"43421" 711313.91 5093798.39 463.81
"43441" 711313.84 5093787.11 463.48
"43461" 711319.24 5093738.77 463.63
"43481" 711325.92 5093678.5 463.49
"43501" 711322.17 5093710.8 463.54
"43521" 711315.69 5093767.15 463.63
"43541" 711313.38 5093776.18 463.64
"43561" 711317.54 5093738.43 463.48
"43581" 711322.21 5093696.31 463.58
"43601" 711323.06 5093687.8 463.56
"43621" 711317.8 5093733.92 463.57
"43641" 711303.01 5093864.11 463.89
"43661" 711315.81 5093738.86 463.43
"43681" 711321.67 5093685.5 463.53
"43701" 711320.84 5093692.28 463.64
"43721" 711314.8 5093745.53 463.41
"43741" 711313.06 5093749.03 463.54
"43761" 711317.76 5093705.95 463.49
"43781" 711320.96 5093676.34 463.63
"43801" 711317.07 5093710.99 463.56
"43821" 711309.99 5093774.18 463.4
"43841" 711311.66 5093748.48 463.36
"43861" 711318.95 5093680.98 463.58
"43881" 711314.98 5093716.17 463.55
"43901" 711309.13 5093768.74 463.5
"43921" 711312.49 5093726.45 463.32
"43941" 711317.89 5093676.08 463.5
"43961" 711315.03 5093701.88 463.54
"43981" 711309.7 5093750.11 463.36
"44001" 711308.26 5093752.41 463.43
"44021" 711314.65 5093692.23 463.5
"44041" 711314.11 5093696.51 463.62
"44061" 711308.57 5093747.24 463.49
"44081" 711308.15 5093739.9 463.52
"44101" 711314.36 5093680.9 463.61
"44121" 711310.22 5093718.5 463.38
"44141" 711288.53 5093914.56 464.15
"44161" 711309.85 5093710.32 463.37
"44181" 711313.7 5093673.46 463.62
"44201" 711310.37 5093704.14 463.35
"44221" 711304.97 5093754.63 463.54
"44241" 711306.96 5093725.28 463.21
"44261" 711311.34 5093683.28 463.64
"44281" 711310.3 5093692.28 463.46
"44301" 711304.54 5093746.55 463.59
"44321" 711304.6 5093734.96 463.57
"44341" 711310.26 5093679.98 463.56
"44361" 711308.01 5093700.59 463.45
"44381" 711303.07 5093747.62 463.63
"44401" 711301.43 5093753.03 463.57
"44421" 711307.19 5093696.47 463.63
"44441" 711309.69 5093671.45 463.42
"44461" 711305.78 5093708.76 463.34
"44481" 711298.74 5093777.27 465.21
"44501" 711302.4 5093729.24 463.51
"44521" 711308.34 5093670.02 463.49
"44541" 711304.21 5093709.88 463.61
"44561" 711299.97 5093750.75 463.76
"44581" 711300.87 5093730.09 463.48
"44601" 711305.59 5093682.89 463.29
"44621" 711305.51 5093682.63 463.2
"44641" 711299.31 5093743.07 463.78
"44661" 711287.98 5093845.22 464.94
"44681" 711303.19 5093691.31 463.47
"44701" 711304.35 5093678.75 463.46
"44721" 711299.71 5093724.06 463.39
"44741" 711295.59 5093752.5 463.74
"44761" 711302.47 5093682.5 463.57
"44781" 711302.92 5093676.94 463.62
"44801" 711298.14 5093723.53 463.31
"44821" 711296.75 5093725.75 463.59
"44841" 711302.61 5093665.51 463.35
"44861" 711299.12 5093699.26 463.23
"44881" 711268.97 5093993.5 464.06
"44901" 711298.91 5093685.19 463.41
"44921" 711300.12 5093671.96 463.63
"44941" 711295.31 5093719.67 463.5
"44961" 711294.06 5093718.87 463.45
"44981" 711297.72 5093681.15 463.59
"45001" 711299.13 5093665.83 463.46
"45021" 711295.14 5093705.95 463.61
"45041" 711292.48 5093717.85 463.4
"45061" 711296.48 5093676.43 463.69
"45081" 711298.25 5093657.35 463.4
"45101" 711294.15 5093698.76 463.47
"45121" 711292.92 5093699 463.38
"45141" 711296.21 5093664.14 463.56
"45161" 711289.92 5093714.92 463.03
"45181" 711295.48 5093656.81 463.39
"45201" 711290.32 5093708.04 462.47
"45221" 711288.58 5093715.23 463.25
"45241" 711293.46 5093663.95 463.35
"45261" 711290.93 5093689.26 463.58
"45281" 711262.28 5093983.3 464.47
"45301" 711293.1 5093652.78 463.47
"45321" 711289.17 5093692.55 463.66
"45341" 711275.3 5093836.88 465.84
"45361" 711291.91 5093653.18 463.32
"45381" 711288.1 5093692.13 463.54
"45401" 711291.15 5093647.47 463.19
"45421" 711281 5093753.38 465.27
"45441" 711289.91 5093650.35 463.18
"45461" 711285.64 5093693.47 462.57
"45481" 711286.84 5093671.12 463.05
"45501" 711289.46 5093643.11 463.07
"45521" 711270.69 5093837.85 465.43
"45541" 711285.98 5093668.91 463.44
"45561" 711289.26 5093634.29 463.54
"45581" 711282.8 5093700.16 463.06
"45601" 711283.39 5093684 463.25
"45621" 711288.31 5093632.43 463.59
"45641" 711281.77 5093698.95 463.43
"45661" 711266.97 5093844.89 465.68
"45681" 711285.18 5093654.07 463.46
"45701" 711284.89 5093656.26 463.47
"45721" 711259.4 5093916.22 464.52
"45741" 711284.19 5093653.92 463.44
"45761" 711285.6 5093638.91 463.55
"45781" 711278.47 5093711.13 463.52
"45801" 711276.84 5093719.63 463.49
"45821" 711281.43 5093672.19 463.22
"45841" 711285.75 5093627.65 463.41
"45861" 711277.18 5093714.11 463.52
"45881" 711275.94 5093718.43 463.53
"45901" 711284.07 5093635.15 463.28
"45921" 711282.05 5093655.11 463.58
"45941" 711276.66 5093709.13 463.38
"45961" 711270.6 5093762.75 464.76
"45981" 711282.32 5093642.41 463.54
"46001" 711276.89 5093695.61 463.48
"46021" 711274.44 5093711.54 463.7
"46041" 711282.7 5093627.98 463.49
"46061" 711279.58 5093658.68 463.58
"46081" 711274.72 5093706.55 463.48
"46101" 711275.69 5093686.77 463.58
"46121" 711281.82 5093624.67 463.48
"46141" 711275.72 5093684.26 463.39
"46161" 711252.4 5093909.8 466.2
"46181" 711274.27 5093690.11 463.68
"46201" 711280.66 5093625.83 463.43
"46221" 711274.58 5093685.04 463.63
"46241" 711258.17 5093845.5 465.78
"46261" 711272.12 5093698.77 463.49
"46281" 711277.23 5093648.25 463.44
"46301" 711275.83 5093660.86 463.48
"46321" 711265.79 5093757.71 464.2
"46341" 711254.09 5093863.29 466.41
"46361" 711271.97 5093685.72 463.66
"46381" 711275.52 5093649.63 463.51
"46401" 711269.07 5093711.27 463.71
"46421" 711239.71 5093991.57 465.63
"46441" 711259.3 5093795.67 463.79
"46461" 711272.8 5093664.13 463.59
"46481" 711273.45 5093656.26 463.37
"46501" 711263.89 5093747.86 465.53
"46521" 711238.07 5093990.8 465.71
"46541" 711265.75 5093718.29 463.57
"46561" 711273.11 5093647.37 463.46
"46581" 711274 5093638.16 463.74
"46601" 711267.42 5093699.75 463.65
"46621" 711236.96 5093985.43 465.45
"46641" 711264.09 5093720.34 463.4
"46661" 711270.56 5093658.49 463.43
"46681" 711269.46 5093667.47 463.56
"46701" 711263.82 5093719.9 463.65
"46721" 711234.58 5093988.13 465.64
"46741" 711264.42 5093703.42 463.7
"46761" 711270.1 5093649.46 463.57
"46781" 711266.51 5093681.42 463.79
"46801" 711247.32 5093858.95 466.07
"46821" 711257.1 5093757.43 464.23
"46841" 711268.1 5093653.66 463.55
"46861" 711270.29 5093632.3 463.25
"46881" 711262.99 5093699.06 463.69
"46901" 711245.65 5093857.9 466.07
"46921" 711260.07 5093712.38 463.66
"46941" 711268.01 5093638.1 463.33
"46961" 711263.5 5093678.18 463.79
"46981" 711243.75 5093856.96 466.15
"47001" 711257.73 5093717.53 463.66
"47021" 711264.18 5093658.02 463.51
"47041" 711261.39 5093681.78 463.66
"47061" 711228.45 5093971.17 465.13
"47081" 711260.15 5093679.76 463.79
"47101" 711260.87 5093671.49 463.77
"47121" 711243.92 5093822.65 465.6
"47141" 711244.67 5093807.16 465.62
"47161" 711260.57 5093661.99 463.52
"47181" 711253.45 5093723.08 463.67
"47201" 711242.51 5093810.39 465.72
"47221" 711254.49 5093701.76 463.82
"47241" 711260.7 5093645.37 463.59
"47261" 711247.51 5093760.37 464.53
"47281" 711221.01 5093986.62 466.86
"47301" 711252.3 5093706.27 463.47
"47321" 711253 5093698.04 463.72
"47341" 711225.08 5093938.51 464.76
"47361" 711235.14 5093845.5 467.23
"47381" 711252.44 5093690.48 463.62
"47401" 711251.74 5093694.16 463.42
"47421" 711228.77 5093891.42 467.12
"47441" 711247.21 5093720.38 463.35
"47461" 711254.79 5093653.68 463.46
"47481" 711229.56 5093869.37 467.16
"47501" 711223.34 5093914.55 466
"47521" 711254.46 5093642.45 463.37
"47541" 711237.27 5093788.44 466.2
"47561" 711237.67 5093774.62 465.47
"47581" 711250.5 5093662.47 463.48
"47601" 711240 5093751.26 464.91
"47621" 711216.04 5093947.17 465.03
"47641" 711243.08 5093715.46 463.74
"47661" 711246.79 5093683.45 463.54
"47681" 711215.02 5093950.42 465.23
"47701" 711240.26 5093732.22 463.55
"47721" 711249.7 5093652.13 463.53
"47741" 711221.5 5093888.71 467.16
"47761" 711214.49 5093942.87 465.07
"47781" 711241.17 5093717.85 463.74
"47801" 711236.09 5093759.94 465.13
"47821" 711215.08 5093931.59 465.21
"47841" 711247.99 5093655.76 463.79
"47861" 711220.03 5093888.37 467.12
"47881" 711224.96 5093844.39 467.3
"47901" 711247.21 5093657.39 463.64
"47921" 711217.64 5093902.03 467.11
"47941" 711213.6 5093932.09 465.19
"47961" 711239.46 5093717.59 463.68
"47981" 711237.26 5093734.87 463.38
"48001" 711212.9 5093935 465.2
"48021" 711218.48 5093887.16 467.53
"48041" 711245.4 5093662.82 463.7
"48061" 711218.19 5093886.17 467.38
"48081" 711211.17 5093939.3 465.39
"48101" 711235.62 5093737.17 463.37
"48121" 711236.49 5093729.24 463.65
"48141" 711211.99 5093928.16 465.33
"48161" 711219.88 5093861.65 468.8
"48181" 711241.95 5093677.94 463.49
"48201" 711229.73 5093777.62 466.11
"48221" 711209.79 5093933.87 465.67
"48241" 711237.44 5093706.4 463.45
"48261" 711228.56 5093778.61 466.43
"48281" 711210.62 5093919.06 465.93
"48301" 711239.09 5093685.9 463.48
"48321" 711210.68 5093914.68 466.26
"48341" 711210.78 5093910.12 466.56
"48361" 711238.91 5093679.89 463.82
"48381" 711209.09 5093919.18 466.1
"48401" 711231 5093736.38 463.4
"48421" 711209.79 5093906.46 467.12
"48441" 711209.29 5093905.77 467.12
"48461" 711212.74 5093874.36 469.49
"48481" 711214.37 5093854.98 468.94
"48501" 711206.62 5093911.78 466.36
"48521" 711222.87 5093774.27 466.3
"48541" 711205.81 5093907.83 466.72
"48561" 711222.77 5093765.22 466.57
"48581" 711204.76 5093906.53 466.85
"48601" 711212.03 5093842.06 467.72
"48621" 711224.7 5093735.49 463.5
"48641" 711191.79 5093999.29 466.88
"48661" 711229.01 5093690.74 463.46
"48681" 711190.67 5093997.54 466.49
"48701" 711222.21 5093731.91 463.35
"48721" 711217.42 5093762.51 465.98
"48741" 711218.92 5093747.57 464.35
"48761" 711199.76 5093902.93 467.15
"48781" 711202.4 5093874.31 468.77
"48801" 711223.56 5093696.32 463.52
"48821" 711201.48 5093876.72 468.73
"48841" 711201.27 5093871.38 468.63
"48861" 711221.91 5093697.08 463.65
"48881" 711200.99 5093868.97 468.68
"48901" 711190.51 5093945.93 466.62
"48921" 711199.49 5093871.41 468.61
"48941" 711218.38 5093709.83 463.66
"48961" 711199.43 5093865.18 468.7
"48981" 711195.73 5093894.65 467.51
"49001" 711197.06 5093876.01 468.33
"49021" 711214.06 5093729.97 463.47
"49041" 711200.06 5093845.49 468.19
"49061" 711196.03 5093878.47 468.13
"49081" 711194.24 5093883.71 467.86
"49101" 711198.53 5093847.44 468.31
"49121" 711215.54 5093699.73 463.5
"49141" 711198.71 5093840.41 467.99
"49161" 711190.03 5093912 467.8
"49181" 711198.39 5093833.6 468.14
"49201" 711198.27 5093831.06 468.11
"49221" 711196.42 5093838.12 468.02
"49241" 711211.87 5093702.2 463.66
"49261" 711181.48 5093957.69 466.13
"49281" 711208.26 5093718.67 463.48
"49301" 711200.12 5093788.61 467.15
"49321" 711194.27 5093829.51 468.26
"49341" 711205.95 5093723.29 463.68
"49361" 711179.02 5093954.1 466.65
"49381" 711193.45 5093822.22 468.44
"49401" 711203.82 5093727.4 463.43
"49421" 711192.13 5093831.09 468.28
"49441" 711192.15 5093822.02 468.41
"49461" 711204.83 5093705.43 463.37
"49481" 711191.63 5093822.51 468.34
"49501" 711187.42 5093852.72 471.19
"49521" 711193.47 5093796.18 467.14
"49541" 711202.68 5093711.48 463.54
"49561" 711197.01 5093761.57 464.76
"49581" 711189.98 5093825.33 468.43
"49601" 711189.23 5093821.53 468.47
"49621" 711194.44 5093772.64 465.81
"49641" 711199.08 5093728.05 463.62
"49661" 711193.32 5093780.5 466.4
"49681" 711188.7 5093822.51 468.43
"49701" 711190.03 5093798.88 467.45
"49721" 711197.96 5093722.64 463.37
"49741" 711174.08 5093937.66 466.02
"49761" 711197.77 5093710.14 463.47
"49781" 711172.48 5093939.18 465.93
"49801" 711195.08 5093719.11 463.45
"49821" 711175.58 5093892.37 469.61
"49841" 711194.12 5093712.97 463.55
"49861" 711171.94 5093909.72 466.5
"49881" 711192.79 5093708.94 463.41
"49901" 711182.26 5093810.66 470.03
"49921" 711189.95 5093720.86 463.64
"49941" 711173.25 5093881.54 470.38
"49961" 711189.36 5093711.51 463.51
"49981" 711187.94 5093711.79 463.6
"50001" 711174.79 5093835.16 470.89
"50021" 711166.08 5093909.2 466.43
"50041" 711185.61 5093710.61 463.49
"50061" 711165.66 5093903.99 467.17
"50081" 711168.22 5093877.47 471.32
"50101" 711168.32 5093868.75 471.32
"50121" 711182.47 5093712.69 463.69
"50141" 711181.22 5093716.37 463.49
"50161" 711180.23 5093717.11 463.52
"50181" 711159.26 5093929.59 465.32
"50201" 711178.32 5093726.85 463.89
"50221" 711155.2 5093965.68 466.5
"50241" 711153.33 5093978.92 465.55
"50261" 711160.9 5093892.1 470.31
"50281" 711173.8 5093728.63 463.69
"50301" 711159.37 5093869.29 471.09
"50321" 711147.7 5093990.36 466.84
"50341" 711165.84 5093780.5 467.61
"50361" 711168.47 5093735.53 464.05
"50381" 711155.9 5093869.59 470.73
"50401" 711154.64 5093878.93 470.68
"50421" 711154.47 5093866.15 470.84
"50441" 711154.29 5093859.19 471.33
"50461" 711152.97 5093867.74 470.35
"50481" 711163.85 5093722.83 464.09
"50501" 711140.66 5093979.34 466.93
"50521" 711162.45 5093721.83 464.21
"50541" 711139.99 5093967.9 466.91
"50561" 711160.25 5093727.19 464.78
"50581" 711147.79 5093860.23 470.6
"50601" 711135.64 5093993.04 468.46
"50621" 711148.93 5093826.92 469.05
"50641" 711150.92 5093791.13 469.33
"50661" 711147.2 5093816.93 469.19
"50681" 711152.86 5093738.95 466.82
"50701" 711151.67 5093735.63 466.08
"50721" 711147.35 5093780.13 468.96
"50741" 711139.52 5093866.75 469.86
"50761" 711138.19 5093878.76 470.03
"50781" 711132.93 5093926.83 465.36
"50801" 711143.87 5093777.07 469.63
"50821" 711133.62 5093889.9 470.17
"50841" 711144.48 5093735.78 466.69
"50861" 711128.3 5093928.79 465.85
"50881" 711125.53 5093955.79 467.05
"50901" 711131.6 5093858.56 468.62
"50921" 711138.77 5093746.72 467.5
"50941" 711120.18 5093954.66 466.65
"50961" 711125.33 5093867.49 467.98
"50981" 711128.41 5093809.07 470.23
"51001" 711120.13 5093905.24 465.98
"51021" 711121.12 5093871.56 468.81
"51041" 711125.6 5093790.84 471.11
"51061" 711123.15 5093804.42 471.13
"51081" 711116.54 5093882.12 468
"51101" 711115.08 5093887.38 467.06
"51121" 711115.39 5093874.56 468.76
"51141" 711127.24 5093691.62 464.76
"51161" 711105.51 5093968.96 466.96
"51181" 711117.12 5093802.26 470.92
"51201" 711116.59 5093790.57 471.29
"51221" 711104.1 5093932.43 466.11
"51241" 711120.05 5093701.17 465.22
"51261" 711101.43 5093950.22 465.61
"51281" 711119.09 5093682.04 464.05
"51301" 711106.72 5093849.91 468.24
"51321" 711105.29 5093846.37 468.38
"51341" 711108.09 5093797.24 471.34
"51361" 711092.64 5093994.35 466.91
"51381" 711114.43 5093670.71 463.14
"51401" 711105.77 5093793.18 471.57
"51421" 711098.1 5093876.54 467.33
"51441" 711109.52 5093704.86 465.66
"51461" 711111.69 5093668.68 463.36
"51481" 711092.6 5093913.61 465.53
"51501" 711109.07 5093662.65 463.14
"51521" 711098.86 5093807.87 471.09
"51541" 711085.89 5093971.66 467.05
"51561" 711105.97 5093662.5 463.31
"51581" 711105.1 5093672.4 463.2
"51601" 711086.49 5093932.86 465.52
"51621" 711090.31 5093855 467.16
"51641" 711103.11 5093653.77 463.06
"51661" 711088.62 5093860.01 466.95
"51681" 711093.91 5093754.59 467.52
"51701" 711099.58 5093659.94 463.41
"51721" 711087.13 5093842.01 467.74
"51741" 711090.48 5093765.67 468.78
"51761" 711097.87 5093643.67 463.01
"51781" 711089.95 5093761.39 467.96
"51801" 711080.79 5093874.44 466.29
"51821" 711094.38 5093654.13 463.28
"51841" 711071.49 5093986.42 469.13
"51861" 711091.13 5093664.59 463.1
"51881" 711092.16 5093645.68 462.8
"51901" 711076.7 5093878.58 465.81
"51921" 711076.65 5093862.57 466.65
"51941" 711090.55 5093632.74 462.23
"51961" 711079.84 5093799.14 469.08
"51981" 711067.3 5093988.59 469.34
"52001" 711076.11 5093834.25 466.72
"52021" 711085.85 5093671.76 463.35
"52041" 711083.5 5093706.11 466.12
"52061" 711071.13 5093894.73 466.34
"52081" 711075.84 5093807.26 467.64
"52101" 711086.3 5093631.18 463.34
"52121" 711083.33 5093675.32 463.27
"52141" 711070.84 5093857.14 466.8
"52161" 711083.87 5093637.89 462.93
"52181" 711075.34 5093773.94 467.64
"52201" 711068.89 5093860.67 466.99
"52221" 711082.75 5093626.69 463.47
"52241" 711079.58 5093675.29 463.05
"52261" 711064.11 5093917.22 466.64
"52281" 711080.5 5093638.88 463.29
"52301" 711063.07 5093919.13 466.29
"52321" 711078.12 5093655.46 463.43
"52341" 711077.92 5093656.34 463.4
"52361" 711057.58 5093989.74 469.33
"52381" 711075.8 5093674.53 463.22
"52401" 711079.83 5093609.06 465.97
"52421" 711075.23 5093681.27 463.17
"52441" 711062.93 5093878.58 465.97
"52461" 711075.8 5093654.24 463.37
"52481" 711075.19 5093661.2 462.96
"52501" 711063.5 5093858.47 466.46
"52521" 711058.99 5093928.23 466
"52541" 711073.75 5093670.99 463.27
"52561" 711074.05 5093662.97 462.79
"52581" 711055.93 5093973.4 469.36
"52601" 711066.98 5093773.97 467.01
"52621" 711075.55 5093621.4 465.41
"52641" 711063.59 5093820.7 466.03
"52661" 711059.76 5093880.85 466.55
"52681" 711073.3 5093639.25 463.29
"52701" 711062.95 5093815.46 465.55
"52721" 711062.4 5093815.21 465.35
"52741" 711074.12 5093606.88 466.68
"52761" 711060.46 5093839.09 464.61
"52781" 711063.07 5093783.83 466.27
"52801" 711070.36 5093646.63 463.28
"52821" 711062.33 5093788.35 465.5
"52841" 711058.92 5093838.38 464.61
"52861" 711070.59 5093626.37 464.94
"52881" 711058.23 5093838.86 464.62
"52901" 711059.48 5093804.18 464.38
"52921" 711068.22 5093638.46 463.35
"52941" 711056.66 5093845.1 465.75
"52961" 711058.59 5093798 464.24
"52981" 711065.62 5093658.95 463.29
"53001" 711051.15 5093917.2 465.26
"53021" 711057.04 5093801.26 464.27
"53041" 711065.1 5093649.4 463.16
"53061" 711063.92 5093665.77 462.7
"53081" 711048.87 5093938.59 465.33
"53101" 711055.79 5093799.1 464.13
"53121" 711065.85 5093610.95 467.32
"53141" 711054.98 5093801.7 464.32
"53161" 711044.78 5093988.49 468.61
"53181" 711060.55 5093680.93 462.99
"53201" 711062.56 5093638.74 463.32
"53221" 711051.13 5093849.35 465.87
"53241" 711046.73 5093922.04 465.14
"53261" 711061.66 5093631.62 463.38
"53281" 711053.47 5093778.57 464.91
"53301" 711044.96 5093926.5 465.28
"53321" 711054.01 5093747.92 463.81
"53341" 711060.08 5093629.04 463.64
"53361" 711053.49 5093746.54 463.67
"53381" 711050.96 5093781.54 465.18
"53401" 711057.76 5093645.89 463.22
"53421" 711055.39 5093684.5 463.23
"53441" 711048.72 5093790.1 465.17
"53461" 711055.69 5093650.37 463.56
"53481" 711053.54 5093686.31 463.13
"53501" 711045.57 5093825.74 466.43
"53521" 711056.48 5093612.7 467.84
"53541" 711050.48 5093715.93 463.19
"53561" 711049.04 5093721.13 463.16
"53581" 711053.2 5093635.61 463.39
"53601" 711048.5 5093722.47 463.12
"53621" 711038.87 5093890.32 463.94
"53641" 711047.47 5093720 463.13
"53661" 711052.16 5093628.47 463.51
"53681" 711046.48 5093730.47 463.02
"53701" 711035.88 5093928.26 464.76
"53721" 711040.84 5093825.44 466.88
"53741" 711048.34 5093673.96 462.58
"53761" 711048.36 5093668.59 463.48
"53781" 711042.03 5093787.06 465.97
"53801" 711030.7 5093991.03 467.26
"53821" 711042.98 5093747.46 463.41
"53841" 711048.13 5093647.43 463.29
"53861" 711043.76 5093723.19 463.22
"53881" 711037.65 5093839.11 467.38
"53901" 711041.2 5093747.63 463.28
"53921" 711046.3 5093648.9 463.39
"53941" 711044.48 5093677.19 462.84
"53961" 711036.23 5093832.46 468.05
"53981" 711034.54 5093846.73 465.9
"54001" 711043.69 5093667.79 463.38
"54021" 711044.44 5093648.46 463.35
"54041" 711039.64 5093734 463.09
"54061" 711028.17 5093940.64 465.54
"54081" 711038.67 5093725.73 462.32
"54101" 711042.06 5093658.06 463.1
"54121" 711034.13 5093806.47 468.99
"54141" 711031.12 5093843.07 467.25
"54161" 711038.59 5093696.68 463.05
"54181" 711038.3 5093693.73 462.99
"54201" 711030.96 5093829.59 469.32
"54221" 711031.3 5093806.04 469.29
"54241" 711036.96 5093693.4 463.27
"54261" 711039.18 5093647.89 463.23
"54281" 711032.96 5093757.05 463.22
"54301" 711019.81 5093983.75 466.14
"54321" 711033.13 5093731.94 462.47
"54341" 711037.54 5093651.24 463.26
"54361" 711034.74 5093696.56 463.31
"54381" 711029.72 5093789.53 468.33
"54401" 711027.76 5093808.05 470.28
"54421" 711032.92 5093704.96 463.19
"54441" 711034.41 5093672.16 463.61
"54461" 711029.72 5093752.58 463.39
"54481" 711016.27 5093985.98 466.01
"54501" 711029.61 5093734.39 463.3
"54521" 711035.51 5093627.07 465.1
"54541" 711029.36 5093730.51 463.3
"54561" 711013.78 5093997.77 466.45
"54581" 711026.72 5093753.84 463.27
"54601" 711029.82 5093698.2 463.32
"54621" 711029.94 5093690.32 463.19
"54641" 711027.33 5093734.67 463
"54661" 711014.93 5093947.09 465.45
"54681" 711025.32 5093748.99 463.19
"54701" 711032.75 5093619.3 467.87
"54721" 711025.97 5093728.11 463.18
"54741" 711013.42 5093939.68 465.02
"54761" 711023.45 5093751.34 463.35
"54781" 711026.74 5093693.17 463.36
"54801" 711026.01 5093700.41 463.44
"54821" 711020.59 5093795.48 467.71
"54841" 711021.97 5093748.89 463.25
"54861" 711025.73 5093677.21 463.46
"54881" 711020.5 5093763.19 463.17
"54901" 711010.79 5093916.77 464.57
"54921" 711022 5093720.56 463.12
"54941" 711022.47 5093705.88 463.11
"54961" 711018.78 5093766.38 463.11
"54981" 711019.46 5093737.41 463.21
"55001" 711024.7 5093648.53 464.33
"55021" 711019.65 5093728.45 463.34
"55041" 711005.74 5093951.18 465.13
"55061" 711017.31 5093750.39 463.39
"55081" 711021.39 5093680.24 463.25
"55101" 711018.06 5093730.74 463.54
"55121" 711002.93 5093978.7 465.62
"55141" 711015.5 5093756.53 463.23
"55161" 711018.14 5093711.7 463.31
"55181" 711018.17 5093706.76 463.43
"55201" 711014.22 5093770.67 463.16
"55221" 711013.8 5093762.78 463.15
"55241" 711017.73 5093696.52 463.23
"55261" 711015.58 5093727.25 463.2
"55281" 711001.86 5093949.02 464.9
"55301" 711015.03 5093716.94 463.23
"55321" 711014.41 5093721.27 463.17
"55341" 711009.98 5093781.16 463.31
"55361" 711015.32 5093688.18 463.24
"55381" 711010.22 5093768.88 463.23
"55401" 711009.5 5093762.96 463.18
"55421" 711013.3 5093700.39 463.58
"55441" 711008.72 5093769.13 463.24
"55461" 711010.77 5093722.69 463.29
"55481" 711010.27 5093726.1 463.32
"55501" 711001.86 5093858.96 463.78
"55521" 711007.87 5093746.91 462.57
"55541" 711010.65 5093699.22 463.41
"55561" 711005.89 5093774.01 463.18
"55581" 711007.3 5093736.49 463.43
